id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
779,18233,"javax.imageio.ImageReader.computeRegions(javax.imageio.ImageReadParam,int,int,java.awt.image.BufferedImage,java.awt.Rectangle,java.awt.Rectangle)","Computes the source region of interest and the destination region of interest, taking the width and height of the source image, an optional destination image, and an optional ImageReadParam into account.",37,compute
780,40485,"android.hardware.SensorManager.getOrientation(float[],float[])",Computes the device's orientation based on the rotation matrix.,37,compute
781,10765,"java.security.Provider.computeIfPresent(java.lang.Object,java.util.function.BiFunction<? super,? super,? extends java.lang.Object>)","If the value for the specified key is present and non-null, attempts to compute a new mapping given the key and its current mapped value.",37,compute
782,42931,"android.location.Location.distanceBetween(double,double,double,double,float[])","Computes the approximate distance in meters between two locations, and optionally the initial and final bearings of the shortest path between them.",37,compute
783,38977,android.graphics.Camera.getMatrix(android.graphics.Matrix),Computes the matrix corresponding to the current transformation and copies it to the supplied matrix object.,37,compute
784,30776,javax.xml.datatype.Duration.multiply(int),Computes a new duration whose value is factor times longer than the value of this duration.,37,compute
785,40251,android.graphics.drawable.shapes.RectShape.getOutline(android.graphics.Outline),Computes the Outline of the shape and return it in the supplied Outline parameter.,37,compute
786,58012,"java.util.concurrent.ConcurrentHashMap.computeIfAbsent(K,java.util.function.Function<? super,? extends V>)","If the specified key is not already associated with a value, attempts to compute its value using the given mapping function and enters it into this map unless null.",37,compute
787,20418,javax.naming.BinaryRefAddr.hashCode(),Computes the hash code of this address using its address type and contents.,37,compute
788,56222,android.widget.TextView.computeVerticalScrollRange(),Compute the vertical range that the vertical scrollbar represents.,37,compute
789,43973,"android.media.SoundPool.load(android.content.Context,int,int)",Load the sound from the specified APK resource.,43,load
790,29441,"javax.swing.text.html.HTMLDocument.getReader(int,int,int,javax.swing.text.html.HTML.Tag)",Returns the reader for the parser to use to load the document with HTML.,54,return
791,25290,javax.swing.JTree.DynamicUtilTreeNode.getChildAt(int),"Subclassed to load the children, if necessary.",53,load
792,19552,"javax.management.loading.MLet.loadClass(java.lang.String,javax.management.loading.ClassLoaderRepository)","Load a class, using the given ClassLoaderRepository if the class is not found in this MLet's URLs.",43,load
793,53882,android.webkit.ServiceWorkerWebSettings.setBlockNetworkLoads(boolean),"Sets whether Service Workers should not load resources from the network, see setBlockNetworkLoads(boolean).",77,\N
794,48532,"android.speech.tts.TextToSpeechService.onLoadLanguage(java.lang.String,java.lang.String,java.lang.String)",Notifies the engine that it should load a speech synthesis language.,69,notify
795,54098,android.webkit.WebView.loadUrl(java.lang.String),Loads the given URL.,43,load
796,43974,"android.media.SoundPool.load(java.lang.String,int)",Load the sound from the specified path.,43,load
797,7039,java.io.ObjectInputStream.resolveClass(java.io.ObjectStreamClass),Load the local class equivalent of the specified stream class description.,43,load
798,31060,javax.xml.soap.SOAPFactory.newInstance(),"Creates a new SOAPFactory object that is an instance of the default implementation (SOAP 1.1), This method uses the following ordered lookup procedure to determine the SOAPFactory implementation class to load: Use the javax.xml.soap.SOAPFactory system property.",15,create
799,33518,org.w3c.dom.ls.LSProgressEvent.getTotalSize(),"The total size of the document including all external resources, this number might change as a document is being parsed if references to more external resources are seen.",15,\N
800,2788,java.awt.AWTKeyStroke.getAWTKeyStroke(java.lang.String),Parses a string and returns an AWTKeyStroke.,12,parse
801,29497,"javax.swing.text.html.HTMLEditorKit.Parser.parse(java.io.Reader,javax.swing.text.html.HTMLEditorKit.ParserCallback,boolean)",Parse the given stream and drive the given callback with the results of the parse.,12,parse
802,7738,"java.lang.Long.valueOf(java.lang.String,int)",Returns a Long object holding the value extracted from the specified String when parsed with the radix given by the second argument.,54,return
803,13451,"java.time.chrono.AbstractChronology.resolveDate(,java.lang.Long>,java.time.format.ResolverStyle)",Resolves parsed ChronoField values into a date during parsing.,12,parse
804,12341,"java.text.DateFormat.parse(java.lang.String,java.text.ParsePosition)",Parse a date/time string according to the given parse position.,12,parse
805,9415,"java.net.URLConnection.getHeaderFieldLong(java.lang.String,long)",Returns the value of the named field parsed as a number.,54,return
806,12515,java.text.NumberFormat.isParseIntegerOnly(),Returns true if this format will parse numbers as integers only.,54,return
807,7673,"java.lang.Integer.parseUnsignedInt(java.lang.String,int)",Parses the string argument as an unsigned integer in the radix specified by the second argument.,12,parse
808,30839,javax.xml.parsers.DocumentBuilder.parse(java.lang.String),Parse the content of the given URI as an XML document and return a new DOM Document object.,12,parse
809,52230,android.view.View.hasTransientState(),"Indicates whether the view is currently tracking transient state that the app should not need to concern itself with saving and restoring, but that the framework should take special note to preserve when possible.",65,indicate
810,56232,android.widget.TextView.isPaddingOffsetRequired(),"If the View draws content inside its padding and enables fading edges, it needs to support padding offsets.",4,\N
811,39663,android.graphics.drawable.Drawable.Callback.invalidateDrawable(android.graphics.drawable.Drawable),Called when the drawable needs to be redrawn.,9,call
812,25283,javax.swing.JTree.treeDidChange(),"Sent when the tree has changed enough that we need to resize the bounds, but not enough that we need to remove the expanded node set (e.g nodes were expanded or collapsed, or nodes were inserted into the tree).",19,\N
813,54319,android.widget.ZoomButtonsController.OnZoomListener.onZoom(boolean),Called when the owner view needs to be zoomed.,9,call
814,46934,"android.preference.TwoStatePreference.onGetDefaultValue(android.content.res.TypedArray,int)",Called when a Preference is being inflated and the default value attribute needs to be read.,9,\N
815,36151,"android.app.backup.BackupHelper.performBackup(android.os.ParcelFileDescriptor,android.app.backup.BackupDataOutput,android.os.ParcelFileDescriptor)","Based on oldState, determine what application content needs to be backed up, write it to data, and fill in newState with the complete state as it exists now.",53,\N
816,28588,javax.swing.text.AbstractWriter.write(),This abstract method needs to be implemented by subclasses.,53,\N
817,55671,"android.widget.ScrollView.onRequestFocusInDescendants(int,android.graphics.Rect)","When looking for focus in children of a scroll view, need to be a little more careful not to give focus to something that is scrolled off screen.",53,\N
818,51257,android.view.ViewDebug.CapturedViewProperty.retrieveReturn(),"When retrieveReturn is true, we need to retrieve second level methods e.g., we need myView.getFirstLevelMethod().getSecondLevelMethod() we will set retrieveReturn = true on the annotation of myView.getFirstLevelMethod()",53,\N
819,25661,javax.swing.SwingWorker.cancel(boolean),Attempts to cancel execution of this task.,85,cancel
820,22345,"javax.sql.DataSource.getConnection(java.lang.String,java.lang.String)",Attempts to establish a connection with the data source that this DataSource object represents.,15,establish
821,22344,javax.sql.DataSource.getConnection(),Attempts to establish a connection with the data source that this DataSource object represents.,15,establish
822,11721,"java.sql.Driver.connect(java.lang.String,java.util.Properties)",Attempts to make a database connection to the given URL.,15,make
823,16786,java.util.concurrent.locks.ReentrantReadWriteLock.WriteLock.unlock(),Attempts to release this lock.,17,release
824,58564,"javax.net.ssl.SSLEngine.wrap(java.nio.ByteBuffer,int,int,java.nio.ByteBuffer)",Attempts to encode plaintext bytes from a subsequence of data buffers into SSL/TLS network data.,59,encode
825,58071,"java.util.concurrent.ConcurrentSkipListMap.computeIfPresent(K,java.util.function.BiFunction<? super,? super,? extends V>)","If the value for the specified key is present, attempts to compute a new mapping given the key and its current mapped value.",37,compute
826,16751,java.util.concurrent.locks.ReentrantLock.unlock(),Attempts to release this lock.,17,release
827,57732,"java.util.Hashtable.computeIfAbsent(K,java.util.function.Function<? super,? extends V>)","If the specified key is not already associated with a value (or is mapped to null), attempts to compute its value using the given mapping function and enters it into this map unless null.",37,compute
